term,annotation,df
Northridge,location,science_dev
Olive View - UCLA Medical Center,organisation,science_dev
Sylmar,location,science_dev
Encino Hospital Medical Center,organisation,science_dev
Encino,location,science_dev
Sherman Oaks Hospital,organisation,science_dev
Sherman Oaks,location,science_dev
glycosynthase,enzyme,science_dev
Glucose,chemicalcompound,science_dev
Galactose,chemicalcompound,science_dev
Mannose,chemicalcompound,science_dev
Xylose,chemicalcompound,science_dev
Glucuronic acid,chemicalcompound,science_dev
"Wilkinson , S.",person,science_dev
"Liew , C.",person,science_dev
"Mackay , J.",person,science_dev
"Salleh , H.",person,science_dev
"Withers , S.",person,science_dev
"McLeod , M.",person,science_dev
Org Lett,academicjournal,science_dev
RCS,university,science_dev
Royal School of Mines,university,science_dev
City and Guilds Central Technical College,university,science_dev
Imperial College of Science and Technology,university,science_dev
Constituent College of Imperial,university,science_dev
Conservation and Society,academicjournal,science_dev
Ecology and Society,academicjournal,science_dev
PLoS ONE,academicjournal,science_dev
CoRoT-7c,astronomicalobject,science_dev
Hot Jupiter,astronomicalobject,science_dev
CoRoT-6b,astronomicalobject,science_dev
gas giant,astronomicalobject,science_dev
C.W. Leadbeater,person,science_dev
Theosophy,discipline,science_dev
Alice A. Bailey,person,science_dev
Sanat Kumara,person,science_dev
A.E. Powell,person,science_dev
Elizabeth Clare Prophet,person,science_dev
Church Universal and Triumphant,organisation,science_dev
CoRoT,science,science_dev
hot Jupiter,astronomicalobject,science_dev
CoRoT-1b,astronomicalobject,science_dev
CoRoT-2b,astronomicalobject,science_dev
Society for Industrial and Applied Mathematics,organisation,science_dev
SIAM,organisation,science_dev
The End,science,science_dev
Sam Anderson,person,science_dev
L. Scott Caldwell,person,science_dev
Francois Chau,person,science_dev
Fionnula Flanagan,person,science_dev
Sonya Walger,person,science_dev
John Terry,person,science_dev
Welch,scientist,science_dev
Jack Welch Management Institute,university,science_dev
JWMI,university,science_dev
Chancellor University,university,science_dev
online executive Master of Business Administration,science,science_dev
Sheppard Air Force Base,organisation,science_dev
Wichita Falls,location,science_dev
Brooks Air Force Base,organisation,science_dev
Costa Rica,country,science_dev
Daniel Janzen,scientist,science_dev
Stephen Hubbell,scientist,science_dev
Gary Stiles,scientist,science_dev
Luis Diego Gómez,scientist,science_dev
Isidro A. Chacón,scientist,science_dev
Gordon B. Small,scientist,science_dev
Alwyn H. Gentry,scientist,science_dev
Robin Foster,scientist,science_dev
Mackay,location,science_dev
Stadium Mackay,location,science_dev
Museum Anthropology,academicjournal,science_dev
Journal of Museum Ethnography,academicjournal,science_dev
Gradhiva,academicjournal,science_dev
Museum Anthropology Review,academicjournal,science_dev
AMP-activated protein kinase,enzyme,science_dev
Metformin,enzyme,science_dev
MAMPs,science,science_dev
DAMPs,science,science_dev
Leucine-rich,science,science_dev
LysM domain,science,science_dev
European Southern Observatory,organisation,science_dev
Very Large Telescope Interferometer,science,science_dev
VLTI,science,science_dev
HR 8799 e,astronomicalobject,science_dev
1989 Southeast Asian Games,event,science_dev
1991 Southeast Asian Games,event,science_dev
1993 Southeast Asian Games,event,science_dev
Morley,scientist,science_dev
American Chemical Society,organisation,science_dev
Yttrium barium copper oxide,chemicalcompound,science_dev
Ni,chemicalelement,science_dev
Pt,chemicalelement,science_dev
Au,chemicalelement,science_dev
silicon nanowires,science,science_dev
SiNWs,science,science_dev
InP,chemicalcompound,science_dev
GaN,chemicalcompound,science_dev
Silicon dioxide,chemicalcompound,science_dev
Titanium dioxide,chemicalcompound,science_dev
Royal Pharmaceutical Society,organisation,science_dev
Pharmacy Guild of Australia,organisation,science_dev
Canadian Pharmacists Association,organisation,science_dev
CPhA,organisation,science_dev
Indian Pharmacist Association,organisation,science_dev
IPA,organisation,science_dev
Pakistan Pharmacists Association,organisation,science_dev
PPA,organisation,science_dev
American Pharmacists Association,organisation,science_dev
APhA,organisation,science_dev
Gregory S. Paul,scientist,science_dev
Kenneth Carpenter,scientist,science_dev
International Commission on Zoological Nomenclature,organisation,science_dev
A. fragilis,science,science_dev
USNM4734,science,science_dev
Northern Rocky Mountains,location,science_dev
Lake Williston,location,science_dev
Rocky Mountain Foothills,location,science_dev
Peace River,location,science_dev
Cassiar Mountains,location,science_dev
Omineca Mountains,location,science_dev
Fas,science,science_dev
TNFR,science,science_dev
Death domain receptors,science,science_dev
DR,science,science_dev
apoptotic pathway,science,science_dev
caspase inhibition,science,science_dev
canonical apoptosis,science,science_dev
necrosis,science,science_dev
H3K4me3,chemicalcompound,science_dev
Kepler space observatory,location,science_dev
Kepler-69c,astronomicalobject,science_dev
KOI-172.02,astronomicalobject,science_dev
exoplanet,science,science_dev
habitable zone,science,science_dev
tau protein,protein,science_dev
neurofibrillary tangles,science,science_dev
amyloid-beta senile plaques,science,science_dev
Amyloid beta,protein,science_dev
fellow of the Society of Antiquaries of London,award,science_dev
RAS,organisation,science_dev
Lagrangian points,science,science_dev
Low,person,science_dev
solar radiation,science,science_dev
CCR1,protein,science_dev
CC chemokine receptor,protein,science_dev
CC chemokines,protein,science_dev
CCL6,protein,science_dev
CCL15,protein,science_dev
CCL23,protein,science_dev
PTSD,science,science_dev
Translocated promoter region,protein,science_dev
CLEC9A,protein,science_dev
APC5,protein,science_dev
ANXA2,protein,science_dev
TLR8,protein,science_dev
IL-4,protein,science_dev
IL-2,protein,science_dev
Short,scientist,science_dev
John Keill,scientist,science_dev
John Theophilus Desaguliers,scientist,science_dev
William Whiston,scientist,science_dev
Arkadelphia,location,science_dev
Henderson State University,university,science_dev
Arkadelphia Methodist College,university,science_dev
Council of Public Liberal Arts Colleges,organisation,science_dev
Arkansas State University System,university,science_dev
Ouachita Baptist University,university,science_dev
Arkansas Baptist State Convention,organisation,science_dev
retinal pigment,science,science_dev
epithelial cells,science,science_dev
p53,protein,science_dev
homologous recombination-mediated alteration,science,science_dev
Glucose-6-phosphate dehydrogenase,enzyme,science_dev
ATP-binding cassette transporter,science,science_dev
chemotherapy,science,science_dev
antigen presentation,science,science_dev
adaptive immunity,science,science_dev
viral infection,science,science_dev
cystic fibrosis,science,science_dev
ABC transporter system,science,science_dev
ATP-binding domain of ABC transporters,science,science_dev
Transmembrane domain of ABC transporters,science,science_dev
femtochemistry,discipline,science_dev
1 Ceres,astronomicalobject,science_dev
10 Hygiea,astronomicalobject,science_dev
Henry Hallett Dale,scientist,science_dev
Otto Loewi,scientist,science_dev
Ernest Starling,scientist,science_dev
nerve impulses,science,science_dev
Sam Shepard,person,science_dev
Art Direction,person,science_dev
Geoffrey Kirkland,person,science_dev
Richard Lawrence,person,science_dev
W. Stewart Campbell,person,science_dev
Peter R. Romero,person,science_dev
Set Decoration,person,science_dev
George R. Nelson,person,science_dev
Caleb Deschanel,person,science_dev
2018 European Championships,event,science_dev
de Bary,scientist,science_dev
Gymnasium,science,science_dev
Heidelberg University,university,science_dev
University of Marburg,university,science_dev
aspartate,chemicalcompound,science_dev
carbon,chemicalelement,science_dev
nitrogen,chemicalelement,science_dev
purines,chemicalelement,science_dev
Coenzyme A,chemicalcompound,science_dev
Lowenstam,scientist,science_dev
Caltech,university,science_dev
Harrison Brown,scientist,science_dev
Sam Epstein,scientist,science_dev
Clair Patterson,scientist,science_dev
hypomethylation,science,science_dev
S-adenosylmethionine synthetase enzyme,enzyme,science_dev
SAM,enzyme,science_dev
Major histocompatibility complex,science,science_dev
Human leukocyte antigen,science,science_dev
Anti-Ro antibodies,protein,science_dev
International Arctic Science Committee,organisation,science_dev
Arctic Council,organisation,science_dev
Barents Euro-Arctic Council,organisation,science_dev
Arctic,location,science_dev
Nottingham City Hospital,organisation,science_dev
Nottingham University Hospitals NHS Trust,organisation,science_dev
Queen 's Medical Centre,organisation,science_dev
fellow of the Linnean Society of London,award,science_dev
British Association for the Advancement of Science,organisation,science_dev
Australian Antarctic Research Advisory Committee,organisation,science_dev
Ecosystems,academicjournal,science_dev
Global Change Biology,academicjournal,science_dev
Oecologia,academicjournal,science_dev
Plant,academicjournal,science_dev
Environment,academicjournal,science_dev
Tree Physiology,academicjournal,science_dev
Advances in Space Research,academicjournal,science_dev
Space Science Reviews,academicjournal,science_dev
Molecular Astrophysics,academicjournal,science_dev
ROS,chemicalcompound,science_test
August Kopff,scientist,science_test
Wolf,scientist,science_test
617 Patroclus,astronomicalobject,science_test
Achilles,astronomicalobject,science_test
Jupiter trojans,science,science_test
624 Hektor,astronomicalobject,science_test
Greeks,science,science_test
CYP1A1,protein,science_test
Aryl hydrocarbon receptor repressor,science,science_test
F2RL3,science,science_test
Cell Black Django,science,science_test
NeNe Leakes,person,science_test
Nicki Minaj,person,science_test
Rihanna,person,science_test
Solange Knowles,person,science_test
Beyoncé,person,science_test
Sharkeisha,person,science_test
Mariah Carey,person,science_test
Mark C Lidwill,person,science_test
Royal Prince Alfred Hospital,location,science_test
Edgar H. Booth,scientist,science_test
University of Sydney,university,science_test
Nüsslein-Volhard,scientist,science_test
University of Tübingen,university,science_test
Protein-DNA interaction,theory,science_test
Escherichia coli,science,science_test
University of Maryland Medical Center,organisation,science_test
R Adams Cowley Shock Trauma Center,organisation,science_test
Annapolis,location,science_test
MD,location,science_test
methyl groups,science,science_test
CpG dinucleotides,science,science_test
Kuiper Belt,astronomicalobject,science_test
5145 Pholus,astronomicalobject,science_test
Deep impact,science,science_test
Comet Tempel 1,astronomicalobject,science_test
Hubble and,science,science_test
Spitzer Space Telescope,science,science_test
iGluSnFR,science,science_test
glutamate binding protein,protein,science_test
GluBP,protein,science_test
Richard Harrison,person,science_test
Royal London Hospital,organisation,science_test
J. D. H. Slater,person,science_test
Middlesex Hospital,organisation,science_test
A. Grabham,person,science_test
Kettering General Hospital,organisation,science_test
the School of Pathology at Middlesex Hospital Medical School,organisation,science_test
DuPont,organisation,science_test
Vespel,chemicalcompound,science_test
neoprene,chemicalcompound,science_test
nylon,chemicalcompound,science_test
Corian,chemicalcompound,science_test
Polytetrafluoroethylene,chemicalcompound,science_test
Mylar,chemicalcompound,science_test
Kapton,chemicalcompound,science_test
Kevlar,chemicalcompound,science_test
Zemdrain,chemicalcompound,science_test
M5 fiber,chemicalcompound,science_test
Nomex,chemicalcompound,science_test
Tyvek,chemicalcompound,science_test
Sorona,chemicalcompound,science_test
Corfam,chemicalcompound,science_test
Lycra,chemicalcompound,science_test
Francis Bacon,scientist,science_test
Robert Boyle,scientist,science_test
Robert Hooke,scientist,science_test
John Mayow,scientist,science_test
Thimble Tickle squid,science,science_test
Little Bay Copper Mine,location,science_test
Thimble Tickle Bay,location,science_test
Notre Dame Bay,location,science_test
Newfoundland Colony,country,science_test
Spermidine synthase,enzyme,science_test
putrescine,chemicalcompound,science_test
S-Adenosylmethioninamine,chemicalcompound,science_test
decarboxylated,science,science_test
