term,annotation,df
find the decay vertices,Task,scienceie
quark pair,Material,scienceie
η′,Material,scienceie
decays,Process,scienceie
vector meson,Material,scienceie
ϕ,Material,scienceie
quark state,Process,scienceie
b0,Material,scienceie
b¯0,Material,scienceie
decay to the final state,Process,scienceie
meson,Material,scienceie
final-state particle,Material,scienceie
excited neutral kaon,Material,scienceie
k*0,Material,scienceie
k¯*0,Material,scienceie
decay to ψksπ0,Process,scienceie
measurement of sin2β,Process,scienceie
decay,Process,scienceie
final particles,Material,scienceie
pairs of decays,Material,scienceie
ψksπ0,Material,scienceie
gamma titanium aluminides,Material,scienceie
ni-base superalloys,Material,scienceie
aero-engine components,Material,scienceie
production of aero-engine components,Task,scienceie
investment casting,Process,scienceie
produce titanium and titanium aluminide alloy products,Task,scienceie
titanium aluminide alloy,Material,scienceie
titanium aluminides,Material,scienceie
tial alloy,Material,scienceie
mould materials,Material,scienceie
casting process,Process,scienceie
interaction hardened layer,Material,scienceie
hardened layer,Material,scienceie
dissolved oxygen,Material,scienceie
crack generation and propagation,Process,scienceie
sita pro line t-15 bubble tensiometer,Process,scienceie
rheological measurements,Process,scienceie
ares rheometer,Process,scienceie
piezo axial vibrator,Process,scienceie
pav,Process,scienceie
surface tension,Material,scienceie
pedot:pss fluids,Material,scienceie
pedot:pss solutions,Material,scienceie
values of viscosity,Material,scienceie
equilibrium surface tension,Material,scienceie
most concentrated (1.1wt%) solution,Material,scienceie
ossil mass occurrences,Material,scienceie
virtual methods,Process,scienceie
macro-ct,Process,scienceie
µ-ct,Process,scienceie
nano-ct,Process,scienceie
fossil mass occurrences,Material,scienceie
3d-visualization,Process,scienceie
fossil-elements,Material,scienceie
virtual reconstruction,Task,scienceie
ammonoid mass occurrence,Material,scienceie
planispirally coiled ammonoid shells,Process,scienceie
fossil mass occurrence,Material,scienceie
other abundant organic elements,Material,scienceie
investigation of fossil-orientation,Task,scienceie
depositional interpretations,Task,scienceie
investigating their interior orientation,Task,scienceie
analyses and interpretation of the interior orientation,Task,scienceie
time-dependent dynamical systems,Task,scienceie
analysis of time series,Task,scienceie
non-autonomous systems,Task,scienceie
‘bottom-up’ approach,Process,scienceie
chronotaxic systems,Task,scienceie
model the stable but time-varying frequencies,Process,scienceie
‘top-down’,Process,scienceie
inverse,Process,scienceie
deterministic ,Process,scienceie
stochastic ,Process,scienceie
inverse approach,Process,scienceie
heart rate variability ,Task,scienceie
autonomous systems,Task,scienceie
living systems,Task,scienceie
analytical framework,Task,scienceie
manufacture of self-folding hydrogel scaffolds,Task,scienceie
sacrificial layer of paa,Material,scienceie
producing environmentally triggered self-folding all hydrogel scaffolds,Process,scienceie
novel use of sacrificial layer embossing,Task,scienceie
patterned hydrogel films,Material,scienceie
triggered consecutively,Process,scienceie
pegdma hydrogel,Material,scienceie
pegdma,Material,scienceie
produce biodegradable and cell adhesive hydrogels,Task,scienceie
self-folding hydrogel scaffolds,Material,scienceie
readily available and fast throughput methods,Process,scienceie
effective pattern transfer,Process,scienceie
embossing a sacrificial layer,Process,scienceie
using it as a soluble mould in the fabrication process,Process,scienceie
fabrication process,Process,scienceie
soluble mould,Material,scienceie
hydrogel film,Material,scienceie
swelling of the paa inter-penetrating network,Process,scienceie
paa inter-penetrating network,Process,scienceie
ipn,Process,scienceie
elevated ph,Material,scienceie
swelling differential,Process,scienceie
roll,Process,scienceie
accommodate the difference in surface area between the two surfaces,Task,scienceie
surfaces,Material,scienceie
photolithographic operation,Process,scienceie
rolling,Process,scienceie
unrolling,Process,scienceie
aqueous ph,Material,scienceie
versatile platform for creating a variety of hydrogel scaffolds,Material,scienceie
hydrogel scaffolds,Material,scienceie
proteins,Material,scienceie
hydrogels,Material,scienceie
biomedical applications,Task,scienceie
enthalpy increments,Material,scienceie
solid pieces,Material,scienceie
setaram multi-detector high temperature calorimeter,Process,scienceie
mdhtc-96,Process,scienceie
drop detector,Process,scienceie
2–4 drops of bi2uo6 samples,Material,scienceie
platinum ingots,Material,scienceie
reference material,Material,scienceie
platinum,Material,scienceie
background subtraction and peak integration,Process,scienceie
corrected,Process,scienceie
high purity standard metals,Material,scienceie
calorimetric measurements,Process,scienceie
commercially available software for data processing,Material,scienceie
data processing,Task,scienceie
measure the enthalpy increments,Process,scienceie
isothermal run,Process,scienceie
compound,Material,scienceie
sn,Material,scienceie
zn,Material,scienceie
ag,Material,scienceie
heat flow,Process,scienceie
description model,Process,scienceie
object-orientation-based direction relation,Process,scienceie
two-dimensional space,Material,scienceie
description mode of object-orientation-based direction relation in three-dimensional space is proposed,Task,scienceie
description mode,Process,scienceie
direction region,Process,scienceie
open shape,Material,scienceie
world boundary,Material,scienceie
spatial direction region,Process,scienceie
processing of the direction predicates,Process,scienceie
processing of topological operations,Process,scienceie
open shapes,Material,scienceie
geometry objects,Material,scienceie
algorithms of topological operations,Process,scienceie
theoretical proof for the correctness and completeness of the algorithms,Task,scienceie
dnns,Process,scienceie
other approaches,Process,scienceie
i-vectors,Process,scienceie
target languages,Material,scienceie
evidence from past frames,Material,scienceie
test utterance,Material,scienceie
dnn,Process,scienceie
combine the evidence from past frames,Process,scienceie
assume that frames are independent and multiply the posterior estimates of the last layer,Process,scienceie
multiplying the output probabilities pl obtained for all of its frames,Process,scienceie
"accumulating the logs as:(6)sl=1n∑t=1nlogp(ll|xt​, θ)",Process,scienceie
tomography technique,Process,scienceie
focused ion beam,Material,scienceie
fib,Material,scienceie
high resolution fe-sem,Process,scienceie
2d images,Material,scienceie
studies of microstructural evolution,Task,scienceie
non-destructive x-ray nano-computed tomography,Process,scienceie
ct,Process,scienceie
exploring dynamic microstructural change,Task,scienceie
laboratory and synchrotron radiation,Material,scienceie
preparation of optimal sample geometries for x-ray nano-ct,Task,scienceie
x-ray nano-ct,Process,scienceie
fib sample preparation route,Process,scienceie
fib sample,Material,scienceie
fuel cell electrode microstructure,Material,scienceie
working fuel cell,Material,scienceie
non-destructive x-ray characterization technique,Process,scienceie
selected sample,Material,scienceie
microstructural evolution processes,Process,scienceie
light propagation in a scattering medium with piece-wise constant refractive index,Task,scienceie
radiative transport equation,Process,scienceie
rte,Process,scienceie
coupled system of rtes,Process,scienceie
fem,Process,scienceie
solution of the monte carlo method,Material,scienceie
monte carlo method,Material,scienceie
image reconstruction procedure,Process,scienceie
dot reconstructions,Process,scienceie
fresnel reflection and transmission phenomenas,Process,scienceie
refractive index changes,Process,scienceie
pdms,Material,scienceie
polydimethylsiloxane,Material,scienceie
replication of molds,Process,scienceie
rapid prototyping,Process,scienceie
fabricate microfluidic structures,Task,scienceie
wet and dry etching,Process,scienceie
photolithographic patterning,Process,scienceie
laser ablation,Process,scienceie
“soft-lithography” techniques,Process,scienceie
pdms-based microfluidics,Process,scienceie
replica molding,Process,scienceie
casting of prepolymer against a master and generating a replica of the master in pdms,Process,scienceie
softlithobox®,Material,scienceie
fabricate,Task,scienceie
soft-lithography techniques,Process,scienceie
pdms-based loc devices,Material,scienceie
rapid prototyping service,Process,scienceie
microfluidics,Material,scienceie
microfluidic,Material,scienceie
fabrication technique,Process,scienceie
prepolymer,Material,scienceie
sentence reduction,Task,scienceie
text summarization,Task,scienceie
natural language processing,Task,scienceie
generates sentence reduction,Task,scienceie
vietnamese text summarization,Process,scienceie
bayesian network model,Process,scienceie
best likelihood short sentence,Task,scienceie
compare difference of probability,Process,scienceie
980 sentences,Material,scienceie
generating sentence reduction,Process,scienceie
crack band approach,Process,scienceie
stress–inelastic strain law,Process,scienceie
inelastic strain profiles,Material,scienceie
crack-band approach,Process,scienceie
tensile part,Material,scienceie
stress–inelastic displacement law,Process,scienceie
(13)σ=ftexp(−ϵinhwft)if(ϵin>0),Process,scienceie
